6
Rengar,Mordekaiser,Taric,Trundle,Galio,Soraka,Fiora,Tristana,Brand,Tryndamere
Fiora,Varus,Fizz,Cho’Gath,Vayne,Orianna,Diana,Sivir,Jarvan,Leona
Taric,Karma,Thresh,Morgana,Talon,Hecarim,Gragas,Cho’Gath,Pantheon,Mordekaiser
Riven,Rengar,Vayne,Diana,Soraka,Rammus,Janna,Galio,Jax,Singed
Karma,Trundle,Janna,Alistar,Karthus,Vi,Brand,Maokai,Jayce,Mordekaiser
Garen,Mordekaiser,Swain,Shaco,Shyvana,Evelynn,Olaf,Karthus,Teemo,Fiora
Hecarim,Teemo,Karthus,Cho'Gath,Annie,Ashe,Fizz,Caitlyn,Sion,Kennen,1
Maokai,Hecarim,Kha'Zix,Trundle,Shyvana,Fiora,Riven,Vi,Corki,Thresh,2
Thresh,Akali,Darius,Sejuani,Janna,Lulu,Swain,Fiora,Kassadin,Nidalee,2
Hecarim,Vayne,Tristana,Veigar,Nautilus,Kennen,Syndra,Kog'Maw,Nami,Ashe,1
Kayle,Katarina,Urgot,Nocturne,Fiddlesticks,Thresh,Lulu,Orianna,Heimerdinger,Brand,1
Karthus,Ashe,Teemo,Renekton,Vi,Graves,Jarvan,Fiora,Malphite,Kog'Maw,1
Caitlyn,Rammus,Shaco,Corki,Teemo,Ashe,Trundle,Ezreal,Pantheon,Twisted,2
Katarina,Kassadin,Kog'Maw,Nami,Shen,Corki,Nidalee,Twisted,Urgot,Lulu,2
Taric,Olaf,Diana,Blitzcrank,Nunu,Ryze,Caitlyn,Heimerdinger,Sona,Janna,2
Cho'Gath,Sion,Lee,Teemo,Tristana,Rammus,Diana,Urgot,Shaco,Galio,2
Anivia,Vi,Kennen,Fizz,Morgana,Teemo,Singed,Rammus,Shen,Twitch,1
Vayne,Singed,Nami,Thresh,Varus,Tryndamere,Alistar,Cho'Gath,Shaco,Fiddlesticks,1
Pantheon,Veigar,Annie,Karma,Graves,Fiddlesticks,Fizz,Nami,Brand,Jax,2
Corki,Elise,Rumble,Fizz,Tristana,Orianna,Viktor,Jax,Twisted,LeBlanc,1
Fiddlesticks,Sejuani,Shyvana,Fiora,Nidalee,Twisted,Tristana,Urgot,Diana,Leona,2
Thresh,Shen,Vi,Morgana,Varus,Fiddlesticks,Kog'Maw,Teemo,Master,Shaco,2
Diana,Ezreal,Veigar,Fiora,Orianna,Maokai,Shyvana,Lee,Blitzcrank,Anivia,1
Master,LeBlanc,Twisted,Dr.Mundo,Malzahar,Akali,Janna,Ezreal,Nocturne,Graves,1
Ezreal,Thresh,Nidalee,Lux,Shen,Twisted,Fiora,Vi,Draven,Akali,1
Twitch,Swain,Pantheon,Ezreal,Shyvana,Ashe,Vi,Caitlyn,Sona,Kayle,2
Nasus,Trundle,LeBlanc,Poppy,Renekton,Fiora,Rumble,Malphite,Taric,Anivia,2
Jayce,Sejuani,Lux,Trundle,Kennen,Graves,Morgana,Elise,Caitlyn,Talon,2
Anivia,Shyvana,Tristana,Master,Cassiopeia,Thresh,Ashe,Darius,Veigar,Graves,2
Akali,Leona,Fizz,Udyr,Karthus,Miss,Kayle,Evelynn,Teemo,Sona,1
Vi,Singed,Galio,Mordekaiser,Cho'Gath,Fiora,Taric,Annie,Cassiopeia,Rammus,1
Shyvana,Pantheon,Veigar,Mordekaiser,Akali,Blitzcrank,Darius,Ashe,Hecarim,Fiora,2
Rammus,Shaco,Draven,Rumble,Irelia,Alistar,Brand,Orianna,Sion,Poppy,2
Shyvana,Elise,Kha'Zix,Orianna,Morgana,Urgot,Pantheon,Poppy,Malzahar,Rumble,2
Pantheon,Ryze,Jayce,Riven,Vayne,Master,Ashe,Nami,Alistar,Elise,1
Ezreal,Varus,Karthus,Poppy,Shen,Corki,Graves,Shyvana,Morgana,Mordekaiser,1
Thresh,Hecarim,Morgana,Blitzcrank,Brand,Syndra,Garen,Akali,Miss,Mordekaiser,1
Cassiopeia,Thresh,Nidalee,Fizz,Sion,Trundle,Nocturne,Cho'Gath,Singed,Sona,2
Trundle,Rammus,Karma,Poppy,Alistar,Morgana,Sona,Urgot,Orianna,Elise,1
Olaf,Vi,Blitzcrank,Elise,Jayce,Mordekaiser,Karma,Fiora,Teemo,Urgot,1
Fizz,Veigar,Cho'Gath,Trundle,Nautilus,Shaco,Kayle,Sona,Heimerdinger,Swain,1
Kha'Zix,Thresh,LeBlanc,Heimerdinger,Cho'Gath,Lux,Rumble,Caitlyn,Evelynn,Tristana,1
Elise,Tryndamere,Orianna,Tristana,Rengar,Rammus,Kayle,Gragas,Sivir,Malphite,2
Syndra,Janna,Akali,Nunu,Fiddlesticks,Shyvana,Fiora,Blitzcrank,Sona,Vayne,1
Cho'Gath,Swain,Fiora,Malzahar,Kennen,Diana,Janna,Morgana,Pantheon,Mordekaiser,2
Blitzcrank,Alistar,Caitlyn,Annie,Elise,Soraka,Mordekaiser,Taric,Shaco,Garen,2
Varus,Fiddlesticks,Draven,Ryze,Irelia,Fiora,Twisted,Shaco,Corki,Lux,2
Teemo,Skarner,Evelynn,Blitzcrank,Jax,Corki,Nocturne,Veigar,Jarvan,Miss,1
Twisted,Ezreal,Urgot,Gragas,Galio,Tristana,Veigar,Darius,Blitzcrank,Vayne,2
Jax,Ezreal,Shyvana,Fizz,Kayle,Anivia,Annie,Blitzcrank,Cho'Gath,Akali,2
Shyvana,Corki,Diana,Nocturne,Riven,Viktor,Mordekaiser,Kayle,Evelynn,Jayce,2
Nami,Shaco,Kayle,Poppy,Hecarim,Akali,Cho'Gath,Twisted,Katarina,Thresh,1
Lux,Gragas,Thresh,Galio,Garen,Varus,Trundle,LeBlanc,Fiora,Veigar,2
Jarvan,Nami,Trundle,Master,Jayce,Karma,Garen,Swain,Shyvana,Shen,1
Nami,Malphite,Shen,Garen,Mordekaiser,Sivir,Urgot,Irelia,Jax,Heimerdinger,1
Gragas,Graves,Kha'Zix,Jax,Veigar,Diana,Mordekaiser,Kayle,Draven,Corki,1
Riven,Kayle,Diana,Katarina,Corki,Lulu,Trundle,Ryze,Twisted,LeBlanc,2
Anivia,Nasus,Kayle,Thresh,Garen,Diana,Trundle,Ryze,Ashe,Kha'Zix,2
Lulu,Trundle,Garen,Varus,Orianna,Galio,Miss,Vi,Singed,Fiddlesticks,2
Sona,Nautilus,Nunu,Fiddlesticks,Malzahar,Anivia,Elise,Pantheon,Veigar,Kog'Maw,1
Sona,Tryndamere,Vi,Cho'Gath,Trundle,Nunu,Draven,Tristana,Ezreal,Varus,1
Kennen,Diana,Ezreal,Shyvana,Lee,Darius,Urgot,Vayne,Renekton,Maokai,1
Urgot,Blitzcrank,Sona,Amumu,Sion,Cho'Gath,Leona,Nami,Nautilus,Mordekaiser,2
Cassiopeia,Thresh,Shen,Heimerdinger,Diana,Shyvana,Garen,Swain,Urgot,Rumble,2
Nami,Talon,Morgana,Fiora,Cho'Gath,Thresh,Ezreal,Poppy,Malzahar,Twitch,2
Riven,Graves,Jax,Alistar,Kennen,Akali,Twitch,Diana,Jarvan,Kog'Maw,1
Kassadin,Vi,Heimerdinger,Akali,Teemo,Kayle,Rammus,Vayne,Thresh,Fiora,1
Morgana,Skarner,Teemo,Hecarim,Rumble,Orianna,Karma,Ezreal,Heimerdinger,Cho'Gath,1
Tristana,LeBlanc,Cassiopeia,Rammus,Urgot,Shen,Soraka,Poppy,Nami,Sona,1
Kayle,Thresh,Twisted,Alistar,Akali,Ashe,Viktor,Singed,Shyvana,Diana,1
Gragas,Trundle,Thresh,Galio,Akali,Corki,Heimerdinger,Fiora,Sion,Darius,2
Fiora,Brand,Graves,Blitzcrank,Vi,Leona,Jarvan,Sejuani,Cho'Gath,Varus,2
Fiora,Trundle,Ezreal,Evelynn,Fiddlesticks,Heimerdinger,Sion,Taric,Rumble,Vi,1
LeBlanc,Ezreal,Garen,Hecarim,Kennen,Diana,Janna,Lulu,Thresh,Alistar,2
Draven,Caitlyn,Ryze,Alistar,Cho'Gath,Darius,Nasus,Mordekaiser,Shyvana,Kha'Zix,1
Shyvana,Poppy,Shen,Urgot,Ashe,Mordekaiser,Orianna,Jax,Rumble,LeBlanc,1
Teemo,Akali,Shyvana,Alistar,Thresh,Nidalee,Irelia,Malphite,Nasus,Fiora,1
Katarina,Corki,Karthus,Thresh,Caitlyn,Shaco,Mordekaiser,Kennen,Orianna,Cho'Gath,2
Nidalee,Nunu,Twisted,Corki,Heimerdinger,Poppy,Irelia,Kha'Zix,Vi,Skarner,2
Lux,Akali,Jax,Draven,Fiora,Mordekaiser,Morgana,Darius,Kayle,Ashe,2
Fiora,Urgot,Katarina,Pantheon,Galio,Nidalee,Garen,Evelynn,Lux,Shen,2
Shyvana,Morgana,Nocturne,Darius,Garen,Leona,Gragas,Heimerdinger,Alistar,Lulu,2
Cho'Gath,Akali,Master,Poppy,Twisted,Mordekaiser,Kha'Zix,Janna,Shyvana,Caitlyn,1
Rammus,Graves,Trundle,Diana,Alistar,Orianna,Skarner,Gragas,Malphite,Miss,2
Caitlyn,Irelia,Shaco,Jayce,Vayne,Nasus,Brand,Morgana,Trundle,Fiora,1
Nautilus,Poppy,Kha'Zix,Cho'Gath,Viktor,Pantheon,Kennen,Cassiopeia,Brand,Miss,2
Master,Talon,Annie,Mordekaiser,Ashe,Soraka,Kassadin,Maokai,Twisted,Ezreal,2
Corki,Garen,Annie,Lulu,Hecarim,Twisted,Shaco,Kog'Maw,Janna,Fiora,1
Amumu,Pantheon,Garen,Diana,Lee,Rammus,Swain,Sivir,Fiora,Sona,2
Katarina,Ezreal,Singed,Urgot,Renekton,Cassiopeia,Mordekaiser,Kayle,Darius,Akali,1
Nami,Master,Fiddlesticks,Draven,Darius,Garen,Elise,Morgana,Jayce,Vayne,1
Diana,Alistar,Karthus,Leona,Anivia,Pantheon,Kassadin,Urgot,Amumu,Shen,2
Morgana,Kayle,Thresh,Twisted,Sejuani,Hecarim,Fiddlesticks,Katarina,Pantheon,Viktor,1
Syndra,Elise,Poppy,Tryndamere,Olaf,Singed,Thresh,Gragas,Shyvana,Sivir,2
Urgot,Tristana,Kha'Zix,Soraka,Elise,Darius,Shyvana,Annie,Shen,Corki,1
Master,Lulu,Renekton,Rumble,Fiddlesticks,Janna,Irelia,Ryze,Morgana,Shyvana,2
Vayne,Dr.Mundo,Diana,Vi,Kennen,Shen,Twisted,Mordekaiser,Corki,Nautilus,1
Rammus,Elise,Trundle,Mordekaiser,Orianna,Veigar,Diana,Galio,Sona,Akali,2
Ezreal,Kayle,Ashe,Evelynn,Miss,Lux,Garen,Diana,Lee,Blitzcrank,1
Cho'Gath,Sona,Shyvana,Urgot,Jarvan,Teemo,Kayle,Nocturne,Karma,Sivir,2
Master,Nautilus,Pantheon,Ashe,Maokai,Kayle,Heimerdinger,Nocturne,Orianna,Kennen,1
Alistar,Kog'Maw,Blitzcrank,Urgot,Mordekaiser,Shyvana,Rammus,Nunu,Vayne,Galio,1
Karma,Draven,Urgot,Hecarim,Shaco,Trundle,Corki,Jayce,Poppy,Tristana,2
Soraka,Janna,Urgot,Shen,Dr.Mundo,Evelynn,Orianna,Riven,Anivia,Cho'Gath,1
Poppy,Karma,Taric,Nasus,Trundle,Sona,Renekton,Evelynn,Cassiopeia,Jayce,1
Master,Udyr,Corki,Mordekaiser,Vayne,Elise,Teemo,Fiddlesticks,Amumu,Nasus,1
Caitlyn,Cho'Gath,Diana,Draven,Ryze,Lee,Mordekaiser,Urgot,Galio,Janna,1
Orianna,Fiora,Irelia,Teemo,Corki,Diana,Blitzcrank,Varus,Riven,Twisted,2
Katarina,Kennen,Fiora,Rengar,Orianna,Swain,Darius,Morgana,Olaf,Miss,2
Sion,Jax,Ryze,Miss,Twitch,Varus,Fiddlesticks,Ezreal,Kennen,Shyvana,1
Fiddlesticks,Nunu,Darius,Urgot,Shen,Akali,Rammus,Singed,Galio,Gragas,1
Mordekaiser,Diana,Blitzcrank,Skarner,Taric,Kha'Zix,Nunu,Caitlyn,Annie,Renekton,1
Nocturne,Urgot,Riven,Vayne,Kassadin,Teemo,Darius,Evelynn,Nautilus,Kha'Zix,1
Nasus,Cho'Gath,Kennen,Vayne,Taric,Rammus,Corki,Draven,Elise,Orianna,1
Caitlyn,Sona,Cho'Gath,Garen,Diana,Urgot,Thresh,Malphite,Nidalee,Shyvana,1
Orianna,Shyvana,Jax,Brand,Janna,Soraka,Galio,Mordekaiser,Kassadin,Jarvan,2
Blitzcrank,Ryze,Shaco,Janna,Ashe,Teemo,Galio,Nami,Syndra,Trundle,1
Thresh,Malphite,Kog'Maw,Annie,Urgot,Rammus,Nunu,Heimerdinger,Trundle,Evelynn,1
Heimerdinger,Vayne,Diana,Soraka,Trundle,Janna,Thresh,Morgana,Orianna,Singed,2
Twisted,Corki,Fiora,Twitch,Kayle,Lulu,Kennen,Shen,Nami,Heimerdinger,1
Master,Katarina,Karthus,Malphite,Poppy,Syndra,Corki,Draven,Garen,Vi,1
Cho'Gath,Nami,Tristana,Tryndamere,Jax,Hecarim,Miss,Mordekaiser,Twitch,Ashe,2
Caitlyn,Kha'Zix,Lulu,LeBlanc,Heimerdinger,Singed,Vi,Twisted,Akali,Brand,2
Trundle,Tristana,Miss,Soraka,Maokai,Taric,Sivir,Kayle,Twitch,Swain,2
Vi,Jayce,Dr.Mundo,Kha'Zix,Janna,Jax,Ezreal,Orianna,Kog'Maw,Alistar,2
Maokai,Diana,Ezreal,Karma,Mordekaiser,Fiora,Pantheon,Poppy,Rammus,Heimerdinger,2
Cassiopeia,Poppy,Orianna,Elise,Janna,Vayne,Fiora,Heimerdinger,Nunu,Brand,2
Sion,Thresh,Singed,Irelia,Alistar,Jax,Trundle,Poppy,Cassiopeia,Nami,2
Evelynn,Nami,Sona,Cho'Gath,Diana,Darius,Shaco,Mordekaiser,Galio,Ezreal,1
Fiora,Hecarim,Draven,Singed,Janna,Shyvana,Evelynn,Twitch,Lee,Karthus,1
Shaco,Sejuani,Brand,Shyvana,Vi,Viktor,Vayne,Lux,Nami,Swain,2
Soraka,Miss,Cho'Gath,Caitlyn,Teemo,Kennen,Urgot,Kha'Zix,Fizz,Jax,2
Morgana,Tristana,Viktor,Kayle,Hecarim,Fiora,Rumble,Cho'Gath,Akali,Sona,2
Singed,Annie,Brand,Nami,Heimerdinger,Nidalee,Ashe,Master,Kayle,Graves,2
Corki,Shen,Elise,Vayne,Heimerdinger,Kha'Zix,Blitzcrank,Galio,Katarina,Trundle,2
Urgot,Alistar,Lulu,Annie,Pantheon,Kayle,Garen,Kog'Maw,Diana,Karma,2
Tryndamere,Blitzcrank,Cho'Gath,Tristana,Trundle,Sejuani,Fizz,Garen,Talon,Nasus,2
Syndra,Mordekaiser,Garen,Master,Galio,Ryze,Blitzcrank,Caitlyn,Urgot,Jayce,1
Renekton,Brand,Shyvana,Nami,Sona,Riven,Cassiopeia,Fiora,Pantheon,Morgana,2
Shyvana,Fiora,Vayne,Elise,Draven,Kayle,Morgana,Maokai,Master,Urgot,2
Urgot,Viktor,Galio,Teemo,Riven,Malzahar,Karthus,Alistar,Cho'Gath,Thresh,1
Elise,Vi,Master,Sivir,Taric,Fiora,Poppy,Swain,Annie,Gragas,1
Malphite,Annie,Orianna,Singed,Rumble,Vayne,Corki,Morgana,Maokai,Darius,2
Karma,Katarina,Garen,Graves,Darius,Akali,Thresh,Mordekaiser,Nocturne,Trundle,2
Morgana,Caitlyn,Tristana,Ryze,Galio,Rumble,Akali,Vi,Master,Miss,1
Mordekaiser,Blitzcrank,Shyvana,Shaco,Heimerdinger,Sion,Kha'Zix,Trundle,Olaf,Fiora,1
Ezreal,Tristana,Kayle,Ashe,Miss,Elise,Malphite,Mordekaiser,Fiora,Kassadin,2
Teemo,Kennen,Irelia,Soraka,Skarner,Orianna,Lulu,Twisted,Blitzcrank,Rumble,2
Garen,Sona,Lulu,Nami,Karma,Riven,Morgana,Cassiopeia,Miss,Fizz,1
Swain,Leona,Talon,Rumble,Riven,Cassiopeia,Teemo,Ezreal,Pantheon,Vi,2
Rumble,Teemo,Shyvana,Ashe,Master,Dr.Mundo,Blitzcrank,Sivir,Sion,Rammus,2
Sivir,Rammus,Kog'Maw,Viktor,Sona,Fiora,LeBlanc,Nocturne,Kennen,Morgana,1
Teemo,Kennen,Evelynn,Caitlyn,Elise,Syndra,Viktor,Blitzcrank,Ashe,Karma,2
Gragas,Varus,Jax,Miss,Diana,Sona,Katarina,Rengar,Skarner,Riven,2
Kennen,Viktor,Jarvan,Shyvana,Trundle,Kayle,Heimerdinger,Shaco,Kha'Zix,Shen,1
Sona,Morgana,Ashe,Caitlyn,Garen,Jayce,Shaco,Master,Galio,Maokai,1
Janna,Cho'Gath,Heimerdinger,Amumu,Corki,Nidalee,Lee,Kayle,Ezreal,Alistar,1
Twisted,Sejuani,Corki,Orianna,Lulu,Soraka,Trundle,Mordekaiser,Evelynn,Vi,1
Diana,Sejuani,Viktor,Shyvana,Amumu,Teemo,Brand,Darius,Corki,Thresh,2
Hecarim,Caitlyn,Karthus,Shyvana,Corki,Kog'Maw,Lee,Rumble,Udyr,Master,1
Poppy,Ryze,Orianna,Malzahar,Shaco,Blitzcrank,Cassiopeia,Kog'Maw,Diana,Heimerdinger,2
Tryndamere,Rumble,Kha'Zix,Singed,Garen,Miss,Fiora,Jax,Vayne,Diana,1
Karma,Master,Tristana,Jayce,Shen,Karthus,Lee,Mordekaiser,Orianna,Katarina,2
Diana,Caitlyn,Galio,Mordekaiser,Sona,Kayle,Nasus,Morgana,Miss,Shyvana,1
Jax,Varus,Orianna,Draven,Caitlyn,Ryze,Kayle,Fiora,Tristana,Mordekaiser,2
Fizz,Rammus,Thresh,Ryze,Fiora,Rumble,Jayce,Mordekaiser,Kayle,Draven,2
Pantheon,Mordekaiser,Nunu,Singed,Heimerdinger,Galio,Fiora,Nami,Twisted,Sejuani,2
Caitlyn,Ryze,Kennen,Katarina,Viktor,Kha'Zix,Elise,Jax,Blitzcrank,Darius,2
Kayle,Malphite,Trundle,Nautilus,Fiddlesticks,Morgana,Swain,Darius,Thresh,Ezreal,1
Viktor,Shyvana,Jax,Poppy,Jayce,Janna,Anivia,Rumble,Nami,Pantheon,2
Darius,Nami,Cassiopeia,Taric,Caitlyn,Garen,Orianna,Alistar,Lulu,Katarina,1
Mordekaiser,Morgana,Thresh,Trundle,Lulu,Nami,Soraka,Heimerdinger,Fiora,Rammus,1
Kha'Zix,Diana,Shaco,Trundle,Nami,Rammus,Jax,Cho'Gath,Lee,Mordekaiser,1
Irelia,Nocturne,Poppy,Kha'Zix,Shyvana,Brand,Elise,Maokai,Blitzcrank,Fiddlesticks,1
Kayle,Jarvan,Mordekaiser,Heimerdinger,Vi,Fiddlesticks,Akali,Thresh,Soraka,Diana,1
Vi,Sion,Swain,Lulu,Riven,Veigar,Nami,Cho'Gath,Lee,Blitzcrank,2
Karma,Rumble,Evelynn,Kennen,Kayle,Thresh,Corki,Veigar,Trundle,Poppy,2
Riven,Shyvana,Mordekaiser,Swain,Ezreal,Rengar,Corki,Garen,Draven,Darius,2
Corki,Soraka,Twisted,Kayle,Graves,Blitzcrank,Riven,Galio,Karthus,Malphite,1
Katarina,Ashe,Taric,Alistar,LeBlanc,Elise,Shen,Master,Malphite,Garen,2
Draven,Gragas,Amumu,Cassiopeia,Vayne,Brand,Orianna,Fiora,Ashe,Trundle,1
Jayce,Corki,Blitzcrank,Sona,Fiora,Tryndamere,Nami,Teemo,Master,Shyvana,1
Caitlyn,Fiddlesticks,Cho'Gath,Tristana,Swain,Darius,Sona,Vi,Corki,Twisted,2
Varus,Sona,Rammus,Kennen,Hecarim,Shyvana,Jax,Lulu,Evelynn,Veigar,1
Akali,Fiora,Shyvana,Master,Poppy,Singed,Caitlyn,Kayle,Riven,Sivir,2
Orianna,Darius,Malphite,Miss,Diana,Fiora,Ryze,Jax,Twisted,Varus,1
Anivia,Kha'Zix,Heimerdinger,Diana,Leona,Thresh,Shyvana,Morgana,Blitzcrank,Orianna,1
Jarvan,Morgana,Trundle,Nautilus,Elise,Mordekaiser,Cho'Gath,Gragas,Urgot,Vi,2
Thresh,Lulu,Swain,Nautilus,Shaco,Karma,Kennen,Fiddlesticks,Ezreal,Veigar,1
Heimerdinger,Thresh,Soraka,Galio,Skarner,Fiora,Shaco,Cassiopeia,Corki,Malphite,1
Orianna,Darius,Irelia,Blitzcrank,Evelynn,Shyvana,Ashe,Fiora,Lulu,Nami,1
Galio,Fizz,Gragas,Rengar,Sona,Trundle,Akali,Lux,Fiora,Evelynn,1
Shyvana,Shaco,Shen,Akali,Skarner,Heimerdinger,Sejuani,Nami,Malphite,Kayle,2
Syndra,Vayne,Shaco,Diana,Brand,Mordekaiser,Heimerdinger,Malphite,Rumble,Veigar,2
Trundle,Jax,Vayne,Kayle,Ashe,Lulu,Diana,Garen,Twisted,Shen,1
Udyr,Malphite,Janna,Trundle,Dr.Mundo,Hecarim,Sion,Vayne,Caitlyn,Skarner,2
Mordekaiser,Sejuani,Rumble,Sion,Sivir,Irelia,Evelynn,Trundle,Vi,Blitzcrank,1
Singed,Hecarim,Heimerdinger,Rengar,Alistar,Rammus,Soraka,Blitzcrank,Cho'Gath,Lux,2
Darius,Thresh,Brand,Kog'Maw,Katarina,Renekton,Caitlyn,Kayle,Sion,Trundle,1
Swain,Gragas,Fizz,Pantheon,Twitch,Morgana,Mordekaiser,Master,Caitlyn,Taric,2
Singed,Rammus,Shaco,Shen,Garen,Shyvana,Thresh,Lee,Miss,Olaf,2
Lee,Maokai,Diana,Cassiopeia,Viktor,Alistar,Akali,Kennen,Miss,Draven,2
Evelynn,Diana,Mordekaiser,Twisted,Fiddlesticks,Thresh,Jayce,Corki,Kennen,Skarner,2
Nasus,Darius,Riven,Trundle,Nunu,Shaco,Annie,Malphite,Fiora,Shyvana,2
Kha'Zix,Diana,Janna,Karma,Draven,Talon,Kayle,Varus,Maokai,Orianna,1
Mordekaiser,Orianna,Fizz,Kha'Zix,Ezreal,Rammus,Morgana,Diana,Syndra,Annie,1
Galio,Darius,Sona,Heimerdinger,Malphite,Caitlyn,Teemo,Nami,Trundle,Jax,1
Rengar,Diana,Tristana,Viktor,Soraka,Kha'Zix,Alistar,Riven,Jax,Caitlyn,2
Mordekaiser,Garen,Alistar,Fiora,Kayle,Cho'Gath,Vi,Maokai,Twisted,Malphite,1
Draven,Jayce,Fiora,Galio,Malphite,Blitzcrank,Nocturne,Orianna,Caitlyn,Renekton,1
Miss,Nunu,Fiora,Jax,Shen,Kassadin,Ezreal,Irelia,Karma,Rumble,1
Darius,Akali,Heimerdinger,Mordekaiser,Master,Taric,Lux,Swain,Rengar,Garen,1
Fiora,Nocturne,Kassadin,Lee,Rumble,Taric,Orianna,Kog'Maw,Cho'Gath,Brand,2
Diana,Fiora,Alistar,Sejuani,Poppy,Kha'Zix,Sion,Gragas,Anivia,Mordekaiser,1
Ashe,Leona,Swain,Hecarim,Shaco,Orianna,Kha'Zix,Soraka,Vi,Singed,1
Diana,Shyvana,Nasus,Corki,Kayle,Veigar,Orianna,Varus,Lee,Amumu,2
Corki,Kog'Maw,Mordekaiser,Jayce,Tristana,Brand,Evelynn,Nocturne,Garen,Orianna,1
Trundle,Vi,Morgana,Kennen,Pantheon,Nami,Swain,Kha'Zix,Tristana,Diana,1
Jax,Orianna,Akali,Katarina,Nautilus,Blitzcrank,Shaco,Rumble,Fiora,Nami,2
Urgot,Amumu,Cho'Gath,Orianna,Shaco,Garen,Taric,Diana,Kayle,Malphite,1
Shaco,Darius,Orianna,Karthus,Alistar,Diana,Corki,Trundle,Annie,Nasus,1
Caitlyn,Irelia,Tryndamere,Jayce,Thresh,Darius,Vayne,Galio,Vi,Leona,2
Blitzcrank,Poppy,Brand,Caitlyn,Fiora,Karma,Graves,Morgana,Shyvana,Kassadin,1
Amumu,Annie,Singed,Kha'Zix,Orianna,Pantheon,Corki,Soraka,Kennen,Shyvana,2
Urgot,Tristana,Katarina,Dr.Mundo,Trundle,Akali,Rumble,Vi,Cho'Gath,Amumu,1
Lulu,Morgana,Corki,Maokai,Elise,Vayne,Mordekaiser,Pantheon,Singed,Kennen,2
Jax,Garen,Caitlyn,Kha'Zix,Graves,Orianna,Poppy,Diana,Tristana,Cassiopeia,1
Galio,Shen,Katarina,Rammus,Alistar,Trundle,Diana,Poppy,Evelynn,Nocturne,2
Shyvana,Draven,Miss,Lee,Karthus,Corki,Sion,Vayne,Vi,Fiora,2
Orianna,Rammus,Gragas,Shyvana,Soraka,Elise,Riven,Swain,Fiddlesticks,Evelynn,2
Pantheon,Maokai,Sona,Malzahar,Brand,Orianna,Akali,Shyvana,Darius,Poppy,2
Sion,Fiora,Karma,Diana,Rengar,Kayle,Veigar,Orianna,Mordekaiser,Cassiopeia,1
Leona,Orianna,Irelia,Katarina,Pantheon,Darius,Lulu,Sejuani,Udyr,Jax,2
Singed,Shyvana,Pantheon,Brand,Thresh,Fizz,Akali,Elise,Poppy,Kayle,1
Thresh,Diana,Soraka,Fizz,Alistar,Ashe,Shaco,Twisted,Taric,Swain,2
Ezreal,Fizz,Miss,Singed,Vayne,Alistar,Jarvan,Kennen,Riven,Viktor,1
Malzahar,Karthus,Janna,Dr.Mundo,Ezreal,Twisted,Fiddlesticks,Teemo,Shyvana,Varus,2
Malphite,Nunu,Brand,Shyvana,Diana,Maokai,Pantheon,Corki,Alistar,Vi,1
Mordekaiser,Kayle,Blitzcrank,Corki,Orianna,Vayne,Nami,Katarina,Nasus,Akali,1
Urgot,Skarner,Heimerdinger,Udyr,Cassiopeia,Viktor,Elise,Morgana,Swain,Leona,1
Orianna,Elise,Diana,Akali,Rammus,Ezreal,LeBlanc,Nami,Amumu,Caitlyn,2
Orianna,Lux,LeBlanc,Alistar,Fiora,Urgot,Kassadin,Soraka,Nasus,Vi,2
Annie,Elise,Evelynn,Ashe,Diana,Orianna,Shyvana,Nidalee,Miss,Jarvan,2
Cho'Gath,Evelynn,Diana,Hecarim,Veigar,Nunu,Vayne,Akali,Trundle,Sona,2
Malphite,Fiddlesticks,Diana,Urgot,Brand,Kennen,Morgana,Kayle,Thresh,Elise,1
Brand,Lux,Graves,Kog'Maw,Leona,Diana,Caitlyn,Twisted,Urgot,Thresh,2
Trundle,Karma,Kennen,Diana,Vayne,Graves,Morgana,LeBlanc,Poppy,Urgot,2
Kayle,Riven,Varus,Hecarim,Garen,Brand,Annie,Draven,Shyvana,Veigar,2
Kog'Maw,Swain,Twitch,Poppy,Shyvana,Ashe,Urgot,Fiddlesticks,Sona,Morgana,2
Swain,Ashe,Blitzcrank,Fiora,Udyr,Hecarim,Malphite,Nautilus,Riven,Karthus,2
Mordekaiser,Ezreal,Malphite,Sona,Ashe,Taric,Orianna,Trundle,Garen,Galio,1
Kayle,Heimerdinger,Kog'Maw,Lulu,Fiora,Vi,Blitzcrank,Sion,Maokai,Elise,1
Ashe,Kayle,Vi,Thresh,Cassiopeia,Malzahar,Singed,Janna,Irelia,Mordekaiser,1
Nasus,Urgot,Skarner,Nunu,Orianna,Dr.Mundo,Katarina,Kha'Zix,Nocturne,Blitzcrank,2
Corki,Kayle,Hecarim,Vi,Master,Ryze,Thresh,Orianna,Morgana,Cho'Gath,2
Mordekaiser,Fiora,Pantheon,Maokai,Rumble,Malzahar,Graves,Gragas,Kennen,Draven,2
Riven,Kha'Zix,Jayce,Tristana,Katarina,Nasus,Draven,Brand,Kennen,Garen,1
Gragas,Vayne,Shen,Twisted,Diana,Kayle,Trundle,Janna,Soraka,Evelynn,1
Ezreal,Cho'Gath,Sona,Miss,Teemo,Pantheon,Swain,Mordekaiser,Caitlyn,Diana,1
Kayle,Nasus,Irelia,Olaf,Cho'Gath,Tryndamere,Lulu,Viktor,Ashe,Nocturne,2
